R1.01.R2.06.R3.83.P1.55,0.2670785242608393
R1.01.R2.11.R3.86.P1.56,0.28511729745207137
R1.01.R2.15.R3.09.P1.55,0.44319179516943685
R1.01.R2.17.R3.81.P1.53,0.3899415939152423
R1.01.R2.18.R3.95.P1.54,0.13590472330499273
R1.01.R2.19.R3.59.P1.55,0.4859042846216588
R1.01.R2.20.R3.02.P1.54,0.7454281068505134
R1.01.R2.23.R3.50.P1.54,0.559402023234479
R1.01.R2.31.R3.22.P1.53,0.287380790710939
R1.01.R2.32.R3.95.P1.55,0.04319955381223518
R1.01.R2.45.R3.22.P1.55,0.1650080996583465
R1.01.R2.47.R3.01.P1.55,0.36924188597352936
R1.01.R2.47.R3.70.P1.55,0.6735005229002687
R1.01.R2.49.R3.79.P1.54,0.18317594069303406
R1.01.R2.52.R3.08.P1.55,0.055276177914258456
R1.01.R2.55.R3.21.P1.56,0.33052562909911676
R1.01.R2.55.R3.91.P1.55,0.0457409743246307
R1.01.R2.57.R3.09.P1.55,0.47206596209015467
R1.01.R2.57.R3.52.P1.55,0.1492412353110925
R1.01.R2.59.R3.64.P1.53,0.30296329153322354
R1.01.R2.62.R3.67.P1.54,0.20414542689123483
R1.01.R2.63.R3.29.P1.53,0.6564507163910386
R1.01.R2.68.R3.16.P1.56,0.5594612020780585
R1.01.R2.69.R3.87.P1.54,0.05301974076549946
R1.01.R2.71.R3.91.P1.55,0.13951369964520244
R1.01.R2.74.R3.74.P1.55,0.4707977363744248
R1.01.R2.88.R3.10.P1.55,0.30978946910713506
R1.01.R2.90.R3.17.P1.54,0.32888412484677876
R1.02.R2.02.R3.05.P1.54,0.37018782601251443
R1.02.R2.02.R3.29.P1.54,0.6161471478981286
R1.02.R2.10.R3.83.P1.56,0.020764772362626666
R1.02.R2.17.R3.41.P1.56,0.3193354378778213
R1.02.R2.18.R3.31.P1.55,0.6529030955065487
R1.02.R2.18.R3.64.P1.56,0.32203909369779726
R1.02.R2.20.R3.92.P1.55,0.3652869604468655
R1.02.R2.31.R3.36.P1.54,0.4650433130577324
R1.02.R2.32.R3.71.P1.55,0.3165052682275087
R1.02.R2.35.R3.74.P1.55,0.5463935499604952
R1.02.R2.38.R3.44.P1.54,0.23504660590128756
R1.02.R2.40.R3.43.P1.55,0.11595321329172738
R1.02.R2.40.R3.54.P1.54,0.5189955786893727
R1.02.R2.46.R3.96.P1.54,0.13459954589938006
R1.02.R2.67.R3.64.P1.53,0.6074459893757503
R1.02.R2.75.R3.29.P1.55,0.6824376228944384
R1.02.R2.78.R3.23.P1.55,0.45881956888041825
R1.02.R2.80.R3.54.P1.54,0.27687276762593305
R1.02.R2.86.R3.58.P1.55,0.7257229535565392
R1.03.R2.13.R3.01.P1.54,0.019986876014799735
R1.03.R2.23.R3.90.P1.56,0.6685159096032008
R1.03.R2.26.R3.18.P1.55,0.6156632083766316
R1.03.R2.26.R3.72.P1.56,0.2180456267400682
R1.03.R2.26.R3.87.P1.56,0.21907197512274607
R1.03.R2.34.R3.20.P1.55,0.2501705108144954
R1.03.R2.35.R3.59.P1.54,0.48011232823549826
R1.03.R2.37.R3.16.P1.54,0.6721776216879334
R1.03.R2.48.R3.67.P1.56,0.5809676106426225
R1.03.R2.50.R3.67.P1.54,0.4681433135051317
R1.03.R2.55.R3.02.P1.54,0.7477107282538303
R1.03.R2.61.R3.01.P1.56,0.6932359311877283
R1.03.R2.61.R3.06.P1.54,0.7060408513430827
R1.03.R2.61.R3.86.P1.54,0.01170674703538317
R1.03.R2.62.R3.24.P1.54,0.7388171540979533
R1.03.R2.77.R3.60.P1.56,0.324919426941251
R1.03.R2.79.R3.08.P1.53,0.15657109191920307
R1.03.R2.82.R3.16.P1.55,0.027131085005843554
R1.03.R2.87.R3.41.P1.53,0.10820578718791507
R1.03.R2.91.R3.32.P1.54,0.2638246448997291
R1.03.R2.91.R3.86.P1.54,0.47920677378273085
R1.04.R2.04.R3.31.P1.54,0.00026731383388923255
R1.04.R2.06.R3.56.P1.54,0.2264150786514896
R1.04.R2.09.R3.37.P1.53,0.17588528389894914
R1.04.R2.11.R3.86.P1.53,0.002853896475344647
R1.04.R2.13.R3.35.P1.55,0.673502024809211
