barcode,X,Y
R1.02.R2.35.R3.74.P1.55,3.95873346627069,-11.6029939412689
R1.02.R2.38.R3.44.P1.54,0.357985439962631,-11.3519729132048
R1.02.R2.40.R3.43.P1.55,0.149871788408894,-11.0721488256067
R1.02.R2.40.R3.54.P1.54,2.20339013675141,-12.2167968488389
R1.02.R2.46.R3.96.P1.54,0.552586888417864,-11.2297040402925
R1.02.R2.67.R3.64.P1.53,3.25856332885617,-13.1457913434826
R1.02.R2.75.R3.29.P1.55,5.64743335343353,-13.0830691984834
R1.02.R2.78.R3.23.P1.55,2.28155695907458,-8.41106231275651
R1.02.R2.80.R3.54.P1.54,1.41440405791767,-11.1580491274213
R1.02.R2.86.R3.58.P1.55,6.03500132212206,-13.2809021341746
R1.03.R2.13.R3.01.P1.54,-0.617054281483473,-10.737397801801
R1.03.R2.23.R3.90.P1.56,4.24324299355966,-13.176246497265
R1.03.R2.26.R3.18.P1.55,3.45625576239706,-12.9000596372027
R1.03.R2.26.R3.72.P1.56,0.418611253809232,-11.2788349816263
R1.03.R2.26.R3.87.P1.56,0.29614168169532,-11.1592301827815
R1.03.R2.34.R3.20.P1.55,0.809271202729954,-10.7720670286086
R1.03.R2.35.R3.59.P1.54,3.51221600641463,-12.2741633159264
R1.03.R2.37.R3.16.P1.54,4.01451390380075,-13.302298391247
R1.03.R2.48.R3.67.P1.56,2.64406132345091,-12.7690518155588
R1.03.R2.50.R3.67.P1.54,3.10897379682446,-11.1847905195259
R1.03.R2.55.R3.02.P1.54,6.17767167338445,-13.3126491800391
R1.03.R2.61.R3.01.P1.56,4.55317988442984,-13.4433841834342
R1.03.R2.61.R3.06.P1.54,4.86056332025767,-13.3389082833609
R1.03.R2.61.R3.86.P1.54,-1.19143337684109,-10.7006341934864
R1.03.R2.62.R3.24.P1.54,5.80160764119806,-13.4787506724884
R1.03.R2.77.R3.60.P1.56,2.00884790282806,-9.86423184815983
R1.03.R2.79.R3.08.P1.53,0.808132276556371,-10.9437505932453
R1.03.R2.82.R3.16.P1.55,0.0408761124302811,-11.1296324319946
R1.03.R2.87.R3.41.P1.53,0.934548835432487,-9.49588394392675
R1.03.R2.91.R3.32.P1.54,1.38408145621415,-8.93108596745255
R1.03.R2.91.R3.86.P1.54,2.33881023069837,-11.862236683273
R1.04.R2.04.R3.31.P1.54,0.0640349383139087,-10.441370592852
R1.04.R2.06.R3.56.P1.54,1.10435850186262,-9.38313123247155
R1.04.R2.09.R3.37.P1.53,0.651424236301693,-11.1491736676121
R1.04.R2.11.R3.86.P1.53,-0.312394600230077,-10.872101147581
R1.04.R2.13.R3.35.P1.55,4.01346260325828,-13.1834461024664
R1.04.R2.17.R3.67.P1.54,3.37956998725196,-12.8772031382967
R1.04.R2.23.R3.54.P1.55,3.19502998791579,-13.0812466041214
R1.04.R2.27.R3.14.P1.54,0.409436334101302,-10.2149254994117
R1.04.R2.31.R3.20.P1.54,0.0169122608285686,-10.7929666485509
R1.04.R2.34.R3.29.P1.54,2.30492233770592,-9.68832259266854
R1.04.R2.37.R3.06.P1.54,6.1869768820171,-13.8647254570552
R1.04.R2.39.R3.39.P1.54,0.936947596557612,-9.90751016873452
R1.04.R2.40.R3.12.P1.55,5.82177651809913,-13.4169679041087
R1.04.R2.42.R3.14.P1.55,3.57853975149404,-13.0291977296704
R1.04.R2.51.R3.06.P1.54,3.08217548246773,-8.87887139183859
R1.04.R2.57.R3.81.P1.53,-0.205246702471233,-10.635770173532
R1.04.R2.61.R3.23.P1.54,0.682231707077261,-10.6273364633356
R1.04.R2.65.R3.61.P1.54,7.96352208734062,-12.7452326102516
R1.04.R2.67.R3.27.P1.55,4.13056921561031,-13.1748452193367
R1.04.R2.80.R3.18.P1.55,5.967440248632,-13.6720015494606
R1.04.R2.88.R3.18.P1.56,2.88734782590308,-12.5029752402427
R1.04.R2.94.R3.14.P1.53,3.12469129800349,-12.9144080237077
R1.05.R2.09.R3.45.P1.56,1.2090421550757,-9.38560871109526
R1.05.R2.10.R3.67.P1.54,3.49976086569387,-12.4931909605101
R1.05.R2.11.R3.21.P1.56,5.05729090244693,-13.5070735129407
R1.05.R2.18.R3.89.P1.55,0.623056521396586,-10.5343723659516
R1.05.R2.27.R3.17.P1.55,0.731303885422335,-10.7411585149679
R1.05.R2.28.R3.14.P1.56,-0.587704129285718,-10.8206603719453
R1.05.R2.28.R3.77.P1.55,2.79338628492986,-12.8460497005994
R1.05.R2.31.R3.90.P1.55,5.8110586651104,-13.4986702978628
R1.05.R2.35.R3.78.P1.54,7.91291096045582,-14.0128282459573
R1.05.R2.36.R3.65.P1.54,0.781324656364285,-9.68232914131186
R1.05.R2.37.R3.18.P1.54,0.680888825263571,-10.9262531140149
R1.05.R2.52.R3.31.P1.55,3.89348888525248,-11.8654579026949
R1.05.R2.57.R3.29.P1.54,3.96120948551645,-11.5978654406149
R1.05.R2.61.R3.27.P1.54,2.54125317734519,-12.1096710159004
R1.05.R2.64.R3.71.P1.54,5.87912869510836,-13.5066464479174
R1.05.R2.66.R3.24.P1.54,2.03404987960572,-12.1383118357267
R1.05.R2.66.R3.61.P1.55,0.0358290250798472,-10.6851423435471
R1.05.R2.68.R3.80.P1.55,1.97185388873393,-8.61113755426195
R1.05.R2.69.R3.13.P1.54,2.33008364255628,-9.15543168345797
R1.05.R2.70.R3.53.P1.55,-0.581554025926444,-10.7119964382761
R1.05.R2.92.R3.28.P1.54,0.821768461178024,-10.5082470374975
R1.05.R2.93.R3.21.P1.56,2.38895392953865,-12.3009829257749
R1.05.R2.96.R3.28.P1.54,1.43037699954241,-8.92164421901371
R1.05.R2.96.R3.44.P1.55,0.144699924989242,-11.0353949279022
R1.06.R2.04.R3.31.P1.55,1.88413383780404,-11.9906475356062
R1.06.R2.06.R3.42.P1.56,-0.35665410527393,-10.4962960199886
R1.06.R2.11.R3.64.P1.54,5.33156161511696,-13.650756149244
R1.06.R2.12.R3.60.P1.53,3.21846785257437,-13.0688619870183
R1.06.R2.17.R3.90.P1.54,5.31038430588576,-13.1500101249299
R1.06.R2.24.R3.20.P1.53,5.10773949217592,-13.1958734733375
R1.06.R2.41.R3.43.P1.54,1.46765203120913,-11.7790025771356
R1.06.R2.44.R3.69.P1.56,-0.659528641099691,-10.8408315552701
R1.06.R2.48.R3.74.P1.54,3.02391856928456,-12.7450867040911
R1.06.R2.59.R3.42.P1.56,4.96841685134455,-13.2145840055127
R1.06.R2.60.R3.16.P1.55,-0.493579876477259,-10.6966605466354
R1.06.R2.61.R3.45.P1.55,2.96386167747604,-12.5002022098878
R1.06.R2.63.R3.67.P1.55,3.16162960039096,-8.97945740237572
R1.06.R2.68.R3.85.P1.54,3.96743412828388,-12.014390217734
R1.06.R2.75.R3.67.P1.54,1.26561689071874,-11.477583838427
R1.06.R2.84.R3.70.P1.54,0.368258490851536,-10.9503464867689
R1.07.R2.01.R3.08.P1.56,3.34449936672216,-12.3792457625928
R1.07.R2.07.R3.40.P1.54,4.16800966910487,-11.5308455803683
R1.07.R2.08.R3.64.P1.55,4.14747611472471,-11.5331481118336
R1.07.R2.09.R3.92.P1.54,2.89848552314753,-8.5535764633
R1.07.R2.13.R3.26.P1.54,0.496896202112643,-11.2690111421598
R1.07.R2.17.R3.86.P1.54,4.81933604090777,-13.1715765517608
R1.07.R2.30.R3.38.P1.55,2.10997564378762,-12.2366316303113
R1.07.R2.34.R3.84.P1.53,3.17479905586546,-12.9415007080839
R1.07.R2.37.R3.18.P1.55,2.08382962341123,-8.6181140656327
R1.07.R2.38.R3.01.P1.54,2.03579415949856,-12.3281437301518
R1.07.R2.39.R3.23.P1.54,0.544893197268291,-10.9804759991015
R1.07.R2.52.R3.13.P1.53,-0.314091525535138,-10.9321544072625
R1.07.R2.65.R3.15.P1.56,2.82253459704736,-12.5884756655298
R1.07.R2.70.R3.23.P1.54,3.42557526162242,-13.1042195549034
R1.07.R2.74.R3.22.P1.54,1.7540888198209,-10.4222996314711
R1.07.R2.87.R3.20.P1.56,0.979831406969003,-11.5694450084798
R1.07.R2.88.R3.86.P1.53,4.34676373894545,-13.3255551049818
R1.07.R2.90.R3.23.P1.54,0.848919465210415,-9.11788291680186
R1.08.R2.05.R3.40.P1.53,-1.47890289674446,-10.5736364978999
R1.08.R2.15.R3.21.P1.54,1.23962031917754,-9.39264567712824
R1.08.R2.16.R3.84.P1.54,3.32731631693314,-12.3072357301938
R1.08.R2.19.R3.03.P1.53,2.56547870047969,-8.56174989965408
R1.08.R2.22.R3.56.P1.55,1.3966439732795,-8.92648765895038
R1.08.R2.23.R3.16.P1.55,0.615203639514631,-10.5455697648879
R1.08.R2.26.R3.90.P1.54,3.47022725335484,-8.83113429755382
R1.08.R2.28.R3.40.P1.54,4.12268964299562,-13.3168657351955
R1.08.R2.29.R3.05.P1.54,4.16289406309714,-12.7087248720642
R1.08.R2.37.R3.64.P1.54,2.22217286900451,-12.1436754558379
R1.08.R2.38.R3.17.P1.54,2.16574800152212,-9.95725127988069
R1.08.R2.45.R3.71.P1.54,0.0047388210927082,-10.5890694352028
R1.08.R2.50.R3.87.P1.55,2.55407069229606,-8.34505842687087
R1.08.R2.56.R3.16.P1.54,1.70926858604277,-10.5370622946953
R1.08.R2.56.R3.28.P1.55,-0.0515624490259317,-10.8978069559783
R1.08.R2.57.R3.59.P1.54,3.54948158005437,-9.15368060955385
R1.08.R2.62.R3.87.P1.54,-0.94752188467373,-10.7596502721147
R1.08.R2.65.R3.33.P1.54,3.9839399360194,-12.657656452133
R1.08.R2.69.R3.84.P1.55,1.70556984993937,-9.4882338990481
R1.08.R2.77.R3.30.P1.54,3.09179516698043,-12.4784764779491
R1.08.R2.77.R3.61.P1.54,2.56708386688856,-12.5492202599284
R1.08.R2.79.R3.94.P1.54,1.77700867562906,-9.6577282458936
R1.08.R2.83.R3.03.P1.56,0.934389698574574,-9.06463844175438
R1.08.R2.87.R3.36.P1.53,1.11826748773812,-9.26157482248959
R1.09.R2.03.R3.10.P1.56,4.51213995667851,-13.3552984447781
R1.09.R2.06.R3.47.P1.55,2.82111824892085,-9.35675429934528
R1.09.R2.09.R3.61.P1.54,-0.126063462225957,-10.9096873794953
R1.09.R2.16.R3.29.P1.53,2.64712284557631,-12.5503178158639
R1.09.R2.22.R3.82.P1.54,2.99450808481497,-12.7672337009678
R1.09.R2.23.R3.86.P1.53,0.202335198247286,-10.9345693212897
R1.09.R2.24.R3.61.P1.53,6.68428412948117,-13.8613785258788
R1.09.R2.29.R3.89.P1.56,2.67483773489891,-12.4470542586613
R1.09.R2.32.R3.62.P1.56,0.287306643084657,-10.0586816272862
R1.09.R2.49.R3.71.P1.54,2.76332931162922,-12.828549568502
R1.09.R2.50.R3.55.P1.54,2.71293495848465,-8.2830201329187
R1.09.R2.54.R3.61.P1.56,2.90950725590123,-8.88731609048071
R1.09.R2.63.R3.30.P1.54,-0.350745124816964,-11.0020992724183
R1.09.R2.67.R3.31.P1.55,3.16024182250206,-12.8609985815111
R1.09.R2.68.R3.14.P1.54,-0.0316070774435054,-10.9139484700041
R1.09.R2.72.R3.45.P1.55,4.05314554879641,-12.9628861629376
R1.09.R2.78.R3.15.P1.56,3.44467079972523,-9.8036529375162
R1.09.R2.85.R3.33.P1.54,0.874645585469143,-9.41568498895845
R1.09.R2.90.R3.80.P1.53,0.48098802949697,-10.6544933180766
R1.09.R2.94.R3.71.P1.53,3.49215630054278,-9.21971777629165
R1.09.R2.96.R3.15.P1.53,4.68215678684522,-12.9961963370785
R1.10.R2.06.R3.38.P1.56,3.83302165372177,-12.5281587616276
R1.10.R2.11.R3.05.P1.53,3.09437023658746,-13.1013713989722
R1.10.R2.12.R3.51.P1.54,1.23437836759967,-9.33034717272874
R1.10.R2.22.R3.90.P1.55,6.5108604633943,-13.7504284621607
R1.10.R2.23.R3.13.P1.54,2.83692545466881,-12.9297536680595
R1.10.R2.23.R3.26.P1.55,-0.44766480684088,-10.9673316341824
R1.10.R2.25.R3.69.P1.55,3.82387113885021,-11.9791253122867
R1.10.R2.27.R3.35.P1.55,0.430318841098479,-11.2809112030933
R1.10.R2.29.R3.06.P1.55,-0.464118728293517,-10.8676187045926
R1.10.R2.36.R3.29.P1.53,1.98711121875425,-12.2020459798683
R1.10.R2.39.R3.35.P1.55,3.34200986059009,-8.56814240720482
R1.10.R2.48.R3.89.P1.54,3.65508202833659,-11.322363109815
R1.10.R2.57.R3.52.P1.54,0.105127936199771,-10.4514203001393
R1.10.R2.60.R3.38.P1.54,-1.8116624424393,-10.5136663862996
R1.10.R2.61.R3.28.P1.53,2.17847379545794,-12.0486040595862
R1.10.R2.62.R3.62.P1.54,-0.665823641860605,-10.7823733819133
R1.10.R2.77.R3.80.P1.54,1.56536967699432,-9.26666170591326
R1.10.R2.78.R3.54.P1.55,3.06704396306663,-12.8051428695582
R1.11.R2.13.R3.12.P1.55,5.59402954228493,-13.758684402516
R1.11.R2.15.R3.39.P1.54,5.35264035446987,-13.406156706782
R1.11.R2.18.R3.28.P1.55,4.85404905369521,-12.9364985273777
R1.11.R2.19.R3.74.P1.54,3.6894189739901,-13.0487439578114
R1.11.R2.30.R3.55.P1.54,4.12008842843481,-11.4486530647921
R1.11.R2.34.R3.72.P1.56,2.58562738883201,-11.7961971022691
R1.11.R2.40.R3.78.P1.54,1.17643750721952,-11.5378921703601
R1.11.R2.47.R3.63.P1.53,4.48112965916778,-13.1026390661382
R1.11.R2.49.R3.67.P1.54,-1.21560265068329,-10.6462869635684
R1.11.R2.49.R3.82.P1.56,2.25693172607306,-12.5616465249565
R1.11.R2.50.R3.54.P1.54,4.62159079813887,-13.4268464902966
R1.11.R2.58.R3.01.P1.56,0.956570075449979,-9.58377796582709
R1.11.R2.60.R3.46.P1.54,3.2572453245362,-12.9413940852367
R1.11.R2.65.R3.14.P1.55,-1.02509110624335,-10.671114867392
R1.11.R2.80.R3.18.P1.55,2.70349948444752,-10.5230473441439
R1.11.R2.85.R3.32.P1.54,2.44856039452007,-12.3019662340326
R1.12.R2.01.R3.21.P1.53,0.195606391296433,-10.4515946517482
R1.12.R2.03.R3.18.P1.55,-0.632777424385216,-10.418145626589
R1.12.R2.04.R3.72.P1.54,-0.778434439255589,-10.7990964585468
R1.12.R2.11.R3.37.P1.55,2.77049982491021,-12.6156197257495
R1.12.R2.11.R3.90.P1.54,3.38184145492389,-12.3553298549585
R1.12.R2.13.R3.17.P1.56,3.54673625151099,-13.2407685722327
R1.12.R2.16.R3.60.P1.56,0.449204371801102,-10.4811602513027
R1.12.R2.17.R3.60.P1.53,0.185815232240976,-10.9821257538068
R1.12.R2.21.R3.13.P1.55,1.32846721752799,-11.8066352758668
R1.12.R2.37.R3.02.P1.54,3.60607113465062,-12.9654222977969
R1.12.R2.48.R3.22.P1.54,0.8397266089539,-9.08459160521301
R1.12.R2.52.R3.27.P1.54,1.2967196230387,-10.4844735341788
R1.12.R2.53.R3.13.P1.54,4.17011468376999,-13.2460972924296
R1.12.R2.62.R3.54.P1.55,1.38789293985246,-8.98749835896655
R1.12.R2.62.R3.88.P1.56,-0.554122521492739,-10.9706797615958
R1.12.R2.66.R3.22.P1.56,1.05671999637363,-10.4533979817277
R1.12.R2.75.R3.89.P1.55,3.16700242680176,-12.450736957553
R1.12.R2.79.R3.62.P1.53,3.75634121427622,-13.2167865834977
R1.12.R2.79.R3.68.P1.54,1.00615872601225,-9.32854727687375
R1.12.R2.84.R3.01.P1.54,0.905270479356617,-11.3102371844934
R1.12.R2.87.R3.20.P1.56,-0.747361364923992,-10.7310988882741
R1.13.R2.01.R3.39.P1.54,3.31001667272262,-10.3715333971107
R1.13.R2.06.R3.29.P1.54,1.41399797149119,-11.3442468227694
R1.13.R2.10.R3.88.P1.54,4.03003834384991,-12.6868933908138
R1.13.R2.11.R3.45.P1.53,2.88365618847044,-12.3306641224102
R1.13.R2.16.R3.11.P1.56,3.16426573694541,-9.0167491259798
R1.13.R2.30.R3.02.P1.56,1.3932650928117,-10.3587798637175
R1.13.R2.45.R3.61.P1.54,1.80237804648329,-11.7495273007048
R1.13.R2.49.R3.23.P1.53,0.851234537930601,-10.8640480839599
R1.13.R2.68.R3.67.P1.55,2.95779481365421,-12.4464354818275
R1.13.R2.70.R3.71.P1.54,2.57275045767282,-9.91061373053886
R1.13.R2.71.R3.14.P1.55,0.70802188722704,-10.7604333905947
R1.13.R2.80.R3.83.P1.54,3.89769322165147,-12.0337341970198
R1.13.R2.82.R3.65.P1.56,4.10117738516312,-11.4665725911247
R1.13.R2.83.R3.60.P1.54,3.49172883050108,-13.0054992327848
R1.13.R2.83.R3.96.P1.55,1.61861295390813,-9.30203506275211
R1.13.R2.84.R3.35.P1.55,0.203462051819045,-11.031901512554
R1.13.R2.93.R3.26.P1.54,-0.0970211520499118,-10.7033396463318
R1.14.R2.12.R3.95.P1.54,4.34065030822183,-12.7765678892934
R1.14.R2.14.R3.63.P1.55,2.50198995748415,-12.3790540348398
R1.14.R2.17.R3.36.P1.53,3.66023489803998,-12.4491577394901
R1.14.R2.19.R3.17.P1.55,6.85029933627751,-13.6608100334905
R1.14.R2.19.R3.40.P1.53,0.889297397712123,-10.7237126120237
R1.14.R2.19.R3.69.P1.53,1.01512169604013,-9.12809539378818
R1.14.R2.20.R3.27.P1.55,7.08693498052659,-13.8816894526782
R1.14.R2.26.R3.68.P1.56,1.4733544156119,-9.04022287040322
R1.14.R2.38.R3.10.P1.54,7.7275487889125,-13.9498844033195
R1.14.R2.45.R3.20.P1.54,-0.58458184737507,-10.7227964567711
R1.14.R2.46.R3.46.P1.54,3.68800730222825,-12.2770524446655
R1.14.R2.46.R3.49.P1.55,-0.452040925958324,-10.8369320857717
R1.14.R2.51.R3.32.P1.54,-0.566453030500619,-10.7295811543673
R1.14.R2.59.R3.35.P1.53,3.10112697382628,-12.0900741231923
R1.14.R2.59.R3.50.P1.55,0.84684212309753,-11.4882374861606
R1.14.R2.63.R3.67.P1.55,-0.1821541497154,-11.0750639157829
R1.14.R2.63.R3.80.P1.55,3.29205745813907,-12.9992458176777
R1.14.R2.66.R3.80.P1.54,6.33852380064894,-13.252510431575
R1.14.R2.66.R3.86.P1.54,0.213180468332236,-11.1892519908142
R1.14.R2.70.R3.14.P1.56,3.71803159983423,-12.0279612421969
R1.14.R2.72.R3.33.P1.55,3.42861424687286,-8.94686073077102
R1.14.R2.76.R3.73.P1.54,0.832556074085499,-9.74211386639586
R1.14.R2.82.R3.17.P1.54,1.75319068617125,-8.97332848071393
R1.14.R2.84.R3.22.P1.54,1.09260100026858,-11.5476083205925
R1.14.R2.84.R3.61.P1.56,0.792456508442257,-10.6826515514102
R1.15.R2.04.R3.14.P1.55,5.30151207940207,-13.2710558486873
R1.15.R2.13.R3.64.P1.54,5.52163928356864,-13.4505018539954
R1.15.R2.16.R3.01.P1.55,0.777065967653494,-9.08295553423206
R1.15.R2.20.R3.32.P1.55,4.39306497164415,-13.2801522930595
R1.15.R2.21.R3.02.P1.56,0.172841176358302,-10.9579690343699
R1.15.R2.24.R3.08.P1.54,1.09059634771193,-11.582364575873
R1.15.R2.34.R3.25.P1.54,3.32794973655819,-13.0998433507616
R1.15.R2.34.R3.94.P1.55,-0.751772101911824,-10.73523649269
R1.15.R2.39.R3.89.P1.54,1.5005058453528,-9.00559675165433
R1.15.R2.44.R3.55.P1.55,2.38510658054382,-12.1009214658707
R1.15.R2.46.R3.96.P1.54,0.769647443350757,-8.98179755697847
R1.15.R2.57.R3.41.P1.54,1.00253548780173,-9.34514114066596
R1.15.R2.61.R3.65.P1.55,2.02115659757243,-12.2040225860007
R1.15.R2.63.R3.26.P1.54,3.31132122494315,-12.5951444558952
R1.15.R2.65.R3.48.P1.55,1.10426430704083,-10.6724707248867
R1.15.R2.67.R3.42.P1.54,5.41526450901027,-13.6140772027111
R1.15.R2.68.R3.18.P1.55,-1.05158378474041,-10.6867285671668
R1.15.R2.68.R3.23.P1.53,-1.08706817670937,-10.7055284203149
R1.15.R2.70.R3.66.P1.54,0.74141556168742,-9.7249253746635
R1.15.R2.75.R3.64.P1.54,0.958459204633485,-9.04926446425501
R1.15.R2.78.R3.73.P1.54,0.706124418165508,-11.0015971390386
R1.15.R2.80.R3.91.P1.56,0.850645327679858,-11.3325513590672
R1.15.R2.85.R3.64.P1.53,1.32821686303857,-8.96611380478315
R1.16.R2.03.R3.14.P1.56,2.46626025255226,-12.0791130347439
R1.16.R2.03.R3.69.P1.53,1.28232803998935,-9.25610388915618
R1.16.R2.04.R3.58.P1.54,2.50275444318384,-10.4598298697107
R1.16.R2.05.R3.28.P1.54,1.99253693195627,-9.61098657630692
R1.16.R2.09.R3.64.P1.53,5.24662871960798,-13.2281649914017
R1.16.R2.12.R3.60.P1.56,1.58656330378436,-9.49737408983517
R1.16.R2.13.R3.91.P1.54,0.56317942574532,-11.0344394211383
R1.16.R2.20.R3.09.P1.55,1.55696157790313,-8.83962467875398
R1.16.R2.30.R3.59.P1.55,1.20261430247487,-10.1925886984283
R1.16.R2.32.R3.67.P1.54,4.38615596873535,-12.8799300721518
R1.16.R2.33.R3.84.P1.54,3.28036028037356,-12.7792564544767
R1.16.R2.41.R3.91.P1.56,4.62155347853146,-13.4351123489348
R1.16.R2.44.R3.09.P1.55,1.19286819327478,-11.445048680252
R1.16.R2.46.R3.76.P1.54,0.197924662034418,-11.1507619608089
R1.16.R2.84.R3.24.P1.54,4.30201300249622,-12.7722103774287
R1.16.R2.96.R3.08.P1.55,1.28101769883229,-8.85437830908921
R1.17.R2.09.R3.86.P1.53,0.772364961606965,-10.4873280781422
R1.17.R2.20.R3.88.P1.55,2.75959593053551,-12.3760599926742
R1.17.R2.22.R3.47.P1.55,1.27452404850267,-8.8891493064607
R1.17.R2.23.R3.83.P1.53,0.498474397597175,-10.736161299873
R1.17.R2.26.R3.63.P1.53,5.89302485977195,-13.7519038828699
R1.17.R2.33.R3.64.P1.55,3.48417795484959,-13.0093916782722
R1.17.R2.39.R3.62.P1.54,0.0340721321832474,-11.0756546003152
R1.17.R2.53.R3.61.P1.53,2.50614924655646,-12.3758406311363
R1.17.R2.64.R3.69.P1.55,7.55950851456175,-13.7911737370602
R1.17.R2.80.R3.94.P1.54,5.95033340559622,-13.719364735477
R1.17.R2.82.R3.65.P1.55,-0.550510540647224,-10.6513955821663
R1.17.R2.83.R3.87.P1.54,2.82774209904748,-8.62960575446558
R1.17.R2.92.R3.39.P1.54,4.29235115181587,-13.1925029533594
R1.17.R2.96.R3.23.P1.55,-1.5264169321323,-10.5364598183879
R1.18.R2.19.R3.09.P1.55,1.76877611224403,-9.08569262550862
R1.18.R2.31.R3.86.P1.54,4.19906776203639,-13.3283569439046
R1.18.R2.37.R3.18.P1.54,3.3477679024695,-12.7453783061601
R1.18.R2.38.R3.41.P1.55,3.57425386810761,-8.76211743742638
R1.18.R2.50.R3.85.P1.56,2.17208976848305,-12.2783414476718
R1.18.R2.55.R3.42.P1.55,0.985403443766391,-11.5191717788996
R1.18.R2.61.R3.17.P1.56,0.0271324713620476,-10.4857923580798
R1.18.R2.62.R3.65.P1.53,2.72084523561355,-8.39709068159734
R1.18.R2.65.R3.39.P1.56,4.86825429586973,-13.4544371553297
R1.18.R2.67.R3.84.P1.54,2.7832943606066,-8.55921668056029
R1.18.R2.68.R3.46.P1.55,3.95787846018887,-11.2833223831886
R1.18.R2.73.R3.21.P1.55,3.044211461268,-13.004990931938
R1.18.R2.76.R3.36.P1.53,2.40424432693626,-9.60228150154664
R1.18.R2.79.R3.58.P1.54,5.17734336141422,-13.209380490896
R1.18.R2.80.R3.09.P1.56,1.93656172227815,-9.49048496390323
R1.18.R2.85.R3.16.P1.56,3.8588438780158,-13.0999135748612
R1.18.R2.87.R3.59.P1.55,4.29237125561278,-13.0119829300096
R1.18.R2.91.R3.38.P1.53,0.881728254497571,-11.1652518772609
R1.19.R2.08.R3.66.P1.56,3.28700745214173,-8.79686922919345
R1.19.R2.12.R3.68.P1.55,1.0552043784643,-10.4151394565802
R1.19.R2.18.R3.61.P1.54,2.05165945634396,-12.1729586850436
R1.19.R2.24.R3.64.P1.54,1.61498270101894,-9.12735781637199
R1.19.R2.28.R3.42.P1.54,4.05051357871665,-11.6330471748408
R1.19.R2.36.R3.90.P1.55,2.24407606191117,-12.3017747734452
R1.19.R2.42.R3.03.P1.55,1.02912797426801,-10.7264886140631
R1.19.R2.45.R3.18.P1.53,-0.0606623370769693,-10.9068787596596
R1.19.R2.52.R3.11.P1.55,2.28701565011953,-11.9258679912914
R1.19.R2.55.R3.09.P1.54,3.51690905265426,-13.0067917127968
R1.19.R2.55.R3.88.P1.54,2.43222895834059,-12.1857244529285
R1.19.R2.57.R3.10.P1.54,1.52260211555463,-8.91292233758261
R1.19.R2.72.R3.33.P1.53,1.50401339335077,-9.05248825114839
R1.19.R2.76.R3.12.P1.54,7.08530063511995,-13.7996499771628
R1.19.R2.76.R3.58.P1.55,1.15128071441896,-11.5565059369756
R1.19.R2.86.R3.23.P1.54,2.88350454722996,-11.3498820279688
